name,overall,average
Vowels-Only-Min-1000-Percentages-Twofold,0.2748091603053435,0.4241668336338743
Emphasis-Vowels-Only-Min-100-Percentages,0.3615477629987908,0.42141619827152066
Emphasis-Vowels-Only-Min-100-Percentages-Twofold,0.3615477629987908,0.42141619827152066
Emphasis-Vowels-Only-Min-500-Percentages,0.3231552162849873,0.4206192564745196
Emphasis-Vowels-Only-Min-500-Percentages-Twofold,0.3231552162849873,0.4206192564745196
Emphasis-Min-500-Percentages-Twofold,0.37659033078880405,0.4163050521603153
Emphasis-Min-500-Percentages,0.37659033078880405,0.4163050521603153
Vowels-Only-Min-500-Percentages,0.26717557251908397,0.4039782950967161
Vowels-Only-Min-500-Percentages-Twofold,0.26717557251908397,0.4039782950967161
Vowels-Only-Min-100-Percentages,0.3252720677146312,0.400749335756832
Vowels-Only-Min-100-Percentages-Twofold,0.3252720677146312,0.400749335756832
Min-500-Percentages,0.35368956743002544,0.3977241447636184
Min-500-Percentages-Twofold,0.35368956743002544,0.3977241447636184
Emphasis-Vowels-Only-Min-250-Percentages,0.3261261261261261,0.39643680775626744
Emphasis-Vowels-Only-Min-250-Percentages-Twofold,0.3261261261261261,0.39643680775626744
Vowels-Only-Min-1000-Counts,0.5114503816793893,0.3925371223758321
Vowels-Only-Min-1000-Counts-Twofold,0.5114503816793893,0.3925371223758321
Vowels-Only-Min-250-Percentages,0.26846846846846845,0.3729479777854475
Vowels-Only-Min-250-Percentages-Twofold,0.26846846846846845,0.3729479777854475
Emphasis-Min-2500-Counts,0.45121951219512196,0.33244916003536695
Emphasis-Min-2500-Counts-Twofold,0.45121951219512196,0.33244916003536695
Min-2500-Counts,0.3780487804878049,0.3062002652519894
Min-2500-Counts-Twofold,0.3780487804878049,0.3062002652519894
Emphasis-Min-2500-Percentages,0.4268292682926829,0.3052055702917772
Emphasis-Min-2500-Percentages-Twofold,0.4268292682926829,0.3052055702917772
Min-2500-Percentages,0.36585365853658536,0.28536693191865603
Min-2500-Percentages-Twofold,0.36585365853658536,0.28536693191865603
Emphasis-Vowels-Only-Min-2500-Percentages,0.4024390243902439,0.2823828470380194
Emphasis-Vowels-Only-Min-2500-Percentages-Twofold,0.4024390243902439,0.2823828470380194
Emphasis-Vowels-Only-Min-2500-Counts,0.3902439024390244,0.27376215738284704
Emphasis-Vowels-Only-Min-2500-Counts-Twofold,0.3902439024390244,0.27376215738284704
Vowels-Only-Min-2500-Percentages,0.36585365853658536,0.27315428824049515
Vowels-Only-Min-2500-Percentages-Twofold,0.36585365853658536,0.27315428824049515
Vowels-Only-Min-2500-Counts,0.32926829268292684,0.2472922192749779
Vowels-Only-Min-2500-Counts-Twofold,0.32926829268292684,0.2472922192749779
