R:A::C:P,0 5,1 2 3 4,6
0 5,0.4148936170212766,0.5319148936170213,0.05319148936170213
1 2 3 4,0.3341772151898734,0.5848101265822785,0.0810126582278481
6,0.2702702702702703,0.5135135135135135,0.21621621621621623
