7	(('0',), ('1',), ('2',), ('3',), ('4',), ('5',), ('6',))
6	(('0',), ('1',), ('2',), ('3',), ('4', '6'), ('5',))
5	(('0',), ('1',), ('2', '3'), ('4', '6'), ('5',))
4	(('0', '1'), ('2', '3'), ('4', '6'), ('5',))
3	(('0', '1'), ('2', '3'), ('4', '5', '6'))
2	(('0', '1'), ('2', '3', '4', '5', '6'))
1	(('0', '1', '2', '3', '4', '5', '6'),)
