R:A::C:P,0,1 5,2 6,3 4
0,0.12598425196850394,0.0594059405940594,0.02459016393442623,0.024456521739130436
1 5,0.42913385826771655,0.37376237623762376,0.273224043715847,0.3179347826086957
2 6,0.3464566929133858,0.46534653465346537,0.5655737704918032,0.49728260869565216
3 4,0.0984251968503937,0.10148514851485149,0.1366120218579235,0.16032608695652173
