R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.3302752293577982,0.25170068027210885,0.2169811320754717,0.28421052631578947,0.42452830188679247
1,0.37003058103975534,0.47619047619047616,0.330188679245283,0.3263157894736842,0.2169811320754717
2,0.18960244648318042,0.2108843537414966,0.2830188679245283,0.25263157894736843,0.2358490566037736
3,0.05504587155963303,0.05442176870748299,0.08490566037735849,0.09473684210526316,0.05660377358490566
4,0.05504587155963303,0.006802721088435374,0.08490566037735849,0.042105263157894736,0.0660377358490566
