R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.1382842509603073,0.04737516005121639,0.029449423815621,0.034571062740076826,0.05761843790012804
1,0.15492957746478872,0.08962868117797695,0.04481434058898848,0.03969270166453265,0.029449423815621
2,0.0793854033290653,0.03969270166453265,0.03841229193341869,0.030729833546734954,0.03201024327784891
3,0.023047375160051217,0.010243277848911651,0.011523687580025609,0.011523687580025609,0.0076824583866837385
4,0.023047375160051217,0.0012804097311139564,0.011523687580025609,0.005121638924455826,0.008962868117797696
