R:A::C:P,0 3 4 6,1,2 5
0 3 4 6,0.1984126984126984,0.05555555555555555,0.03968253968253968
1,0.19047619047619047,0.1746031746031746,0.10317460317460317
2 5,0.10317460317460317,0.031746031746031744,0.10317460317460317
