R:A::C:P,0,1 6,2,3 4 5
0,0.4857142857142857,0.14285714285714285,0.05714285714285714,0.3142857142857143
1 6,0.2638888888888889,0.25,0.1527777777777778,0.3333333333333333
2,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.47058823529411764
3 4 5,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556
