R:A::C:P,0 1 3,2,4 5
0 1 3,0.6896551724137931,0.25862068965517243,0.05172413793103448
2,0.6842105263157895,0.3157894736842105,0.0
4 5,0.3333333333333333,0.3333333333333333,0.3333333333333333
