R:A::C:P,0 2 6,1,3 4,5
0 2 6,0.4909090909090909,0.2,0.21818181818181817,0.09090909090909091
1,0.3898305084745763,0.3728813559322034,0.1694915254237288,0.06779661016949153
3 4,0.5555555555555556,0.0,0.4444444444444444,0.0
5,0.6666666666666666,0.0,0.3333333333333333,0.0
