R:A::C:P,0 5,1,2,3 6,4
0 5,0.12698412698412698,0.05555555555555555,0.015873015873015872,0.007936507936507936,0.031746031746031744
1,0.14285714285714285,0.1746031746031746,0.07142857142857142,0.047619047619047616,0.031746031746031744
2,0.05555555555555555,0.031746031746031744,0.07142857142857142,0.03968253968253968,0.015873015873015872
3 6,0.0,0.0,0.007936507936507936,0.031746031746031744,0.007936507936507936
4,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.007936507936507936
