R:A::C:P,0 5,1,2,3 6,4
0 5,0.38095238095238093,0.21212121212121213,0.09090909090909091,0.058823529411764705,0.3333333333333333
1,0.42857142857142855,0.6666666666666666,0.4090909090909091,0.35294117647058826,0.3333333333333333
2,0.16666666666666666,0.12121212121212122,0.4090909090909091,0.29411764705882354,0.16666666666666666
3 6,0.0,0.0,0.045454545454545456,0.23529411764705882,0.08333333333333333
4,0.023809523809523808,0.0,0.045454545454545456,0.058823529411764705,0.08333333333333333
