R:A::C:P,0 1,2 5,3,4,6
0 1,0.28517110266159695,0.14068441064638784,0.04752851711026616,0.060836501901140684,0.024714828897338403
2 5,0.08555133079847908,0.06653992395437262,0.053231939163498096,0.030418250950570342,0.024714828897338403
3,0.011406844106463879,0.030418250950570342,0.009505703422053232,0.0038022813688212928,0.009505703422053232
4,0.009505703422053232,0.022813688212927757,0.0019011406844106464,0.0,0.011406844106463879
6,0.019011406844106463,0.015209125475285171,0.005703422053231939,0.015209125475285171,0.015209125475285171
