R:A::C:P,0,1 4,2 3 5,6
0,0.022988505747126436,0.017959770114942528,0.010775862068965518,0.0014367816091954023
1 4,0.07183908045977011,0.1235632183908046,0.09770114942528736,0.033045977011494254
2 3 5,0.05244252873563218,0.09770114942528736,0.14511494252873564,0.04454022988505747
6,0.035201149425287355,0.0653735632183908,0.11709770114942529,0.06321839080459771
