R:A::C:P,0,1 4,2 3 5,6
0,0.12598425196850394,0.0589622641509434,0.029069767441860465,0.010101010101010102
1 4,0.3937007874015748,0.4056603773584906,0.26356589147286824,0.23232323232323232
2 3 5,0.2874015748031496,0.32075471698113206,0.39147286821705424,0.31313131313131315
6,0.19291338582677164,0.21462264150943397,0.31589147286821706,0.4444444444444444
