R:A::C:P,0,1,2,3,4,5,6
0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.05,0.11666666666666667,0.08333333333333333,0.08333333333333333
1,0.28313253012048195,0.18674698795180722,0.12650602409638553,0.10240963855421686,0.12650602409638553,0.024096385542168676,0.15060240963855423
2,0.12345679012345678,0.20987654320987653,0.16049382716049382,0.09876543209876543,0.13580246913580246,0.07407407407407407,0.19753086419753085
3,0.045454545454545456,0.045454545454545456,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.18181818181818182,0.09090909090909091
4,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.5,0.0,0.14285714285714285
5,0.23529411764705882,0.0,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413
6,0.0625,0.125,0.1875,0.0625,0.3125,0.1875,0.0625
