R:A::C:P,0 1 6,2 4 5,3
0 1 6,0.5425531914893617,0.3486997635933806,0.10874704491725769
2 4 5,0.4189189189189189,0.42117117117117114,0.15990990990990991
3,0.4019607843137255,0.45098039215686275,0.14705882352941177
