R:A::C:P,0 1 6,2 4 5,3
0 1 6,0.6690962099125365,0.5587121212121212,0.5168539325842697
2 4 5,0.27113702623906705,0.3541666666666667,0.398876404494382
3,0.0597667638483965,0.08712121212121213,0.08426966292134831
