R:A::C:P,0 3 4,1 5,2 6
0 3 4,0.6111111111111112,0.25,0.1388888888888889
1 5,0.41935483870967744,0.41935483870967744,0.16129032258064516
2 6,0.42857142857142855,0.25,0.32142857142857145
