R:A::C:P,0,1 3 5,2,4,6
0,0.3939393939393939,0.15789473684210525,0.045454545454545456,0.3333333333333333,0.0
1 3 5,0.45454545454545453,0.6140350877192983,0.5,0.4166666666666667,0.5
2,0.12121212121212122,0.21052631578947367,0.4090909090909091,0.16666666666666666,0.0
4,0.030303030303030304,0.0,0.045454545454545456,0.08333333333333333,0.5
6,0.0,0.017543859649122806,0.0,0.0,0.0
