R:A::C:P,0,1 4,2 5 6,3
0,0.08502024291497975,0.04048582995951417,0.032388663967611336,0.012145748987854251
1 4,0.13765182186234817,0.12955465587044535,0.17813765182186234,0.06072874493927125
2 5 6,0.04048582995951417,0.06072874493927125,0.1214574898785425,0.05263157894736842
3,0.0,0.008097165991902834,0.024291497975708502,0.016194331983805668
