R:A::C:P,0,1 3 5,2 4,6
0,0.022988505747126436,0.01939655172413793,0.009339080459770116,0.0014367816091954023
1 3 5,0.09051724137931035,0.17672413793103448,0.10272988505747127,0.04597701149425287
2 4,0.033764367816091954,0.10775862068965517,0.07686781609195402,0.031609195402298854
6,0.035201149425287355,0.11422413793103449,0.06824712643678162,0.06321839080459771
