R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.4107142857142857,0.21212121212121213,0.13636363636363635,0.13333333333333333
1,0.39285714285714285,0.6666666666666666,0.4090909090909091,0.4
2,0.16071428571428573,0.12121212121212122,0.4090909090909091,0.3333333333333333
3,0.03571428571428571,0.0,0.045454545454545456,0.13333333333333333
