R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.6571428571428571,0.2,0.08571428571428572,0.05714285714285714
1,0.3728813559322034,0.3728813559322034,0.15254237288135594,0.1016949152542373
2,0.3333333333333333,0.14814814814814814,0.3333333333333333,0.18518518518518517
3,0.4,0.0,0.2,0.4
