R:A::C:P,0 2,1 4,3,5 6
0 2,0.08548850574712644,0.07830459770114942,0.03017241379310345,0.05675287356321839
1 4,0.11135057471264367,0.1235632183908046,0.033764367816091954,0.05747126436781609
3,0.022988505747126436,0.01867816091954023,0.010775862068965518,0.020833333333333332
5 6,0.08333333333333333,0.08405172413793104,0.05316091954022988,0.12931034482758622
