R:A::C:P,0 2,1 4,3,5 6
0 2,0.34097421203438394,0.3123209169054441,0.12034383954154727,0.22636103151862463
1 4,0.34140969162995594,0.3788546255506608,0.10352422907488987,0.1762114537444934
3,0.3137254901960784,0.2549019607843137,0.14705882352941177,0.28431372549019607
5 6,0.23819301848049282,0.2402464065708419,0.15195071868583163,0.36960985626283366
