R:A::C:P,0 1 6,2 3,4 5
0 1 6,0.6690962099125365,0.5144508670520231,0.5805555555555556
2 3,0.24489795918367346,0.3179190751445087,0.275
4 5,0.08600583090379009,0.1676300578034682,0.14444444444444443
