R:A::C:P,0 6,1,2,3,4,5
0 6,0.37831858407079644,0.23504273504273504,0.27976190476190477,0.3258426966292135,0.32105263157894737,0.4294117647058823
1,0.2920353982300885,0.43162393162393164,0.23214285714285715,0.19101123595505617,0.2631578947368421,0.14705882352941177
2,0.17035398230088494,0.21367521367521367,0.24404761904761904,0.21910112359550563,0.17894736842105263,0.2
3,0.06637168141592921,0.04700854700854701,0.08928571428571429,0.08426966292134831,0.07894736842105263,0.09411764705882353
4,0.030973451327433628,0.021367521367521368,0.09523809523809523,0.07303370786516854,0.08421052631578947,0.052941176470588235
5,0.061946902654867256,0.05128205128205128,0.05952380952380952,0.10674157303370786,0.07368421052631578,0.07647058823529412
