R:A::C:P,0,1 2 4,3 5 6
0,0.40476190476190477,0.19444444444444445,0.08888888888888889
1 2 4,0.5476190476190477,0.7222222222222222,0.8
3 5 6,0.047619047619047616,0.08333333333333333,0.1111111111111111
