R:A::C:P,0 1,2 3 6,4 5
0 1,0.28517110266159695,0.16730038022813687,0.10646387832699619
2 3 6,0.10076045627376426,0.16920152091254753,0.07604562737642585
4 5,0.024714828897338403,0.045627376425855515,0.024714828897338403
