R:A::C:P,0 1 3,2,4 6,5
0 1 3,0.23275862068965517,0.04382183908045977,0.09051724137931035,0.033045977011494254
2,0.09195402298850575,0.029454022988505746,0.05172413793103448,0.02442528735632184
4 6,0.11925287356321838,0.040229885057471264,0.11853448275862069,0.05531609195402299
5,0.034482758620689655,0.007183908045977011,0.017959770114942528,0.009339080459770116
