R:A::C:P,0,1 2 4 5,3,6
0,0.10317460317460317,0.1111111111111111,0.0,0.0
1 2 4 5,0.15873015873015872,0.47619047619047616,0.09523809523809523,0.007936507936507936
3,0.0,0.015873015873015872,0.015873015873015872,0.007936507936507936
6,0.0,0.0,0.007936507936507936,0.0
