R:A::C:P,0,1 2 4 5,3,6
0,0.3939393939393939,0.18421052631578946,0.0,0.0
1 2 4 5,0.6060606060606061,0.7894736842105263,0.8,0.5
3,0.0,0.02631578947368421,0.13333333333333333,0.5
6,0.0,0.0,0.06666666666666667,0.0
