R:A::C:P,0 5,1 6,2,3,4
0 5,0.2962962962962963,0.15789473684210525,0.1590909090909091,0.14285714285714285,0.16666666666666666
1 6,0.5185185185185185,0.47368421052631576,0.5,0.45714285714285713,0.43333333333333335
2,0.14814814814814814,0.3157894736842105,0.22727272727272727,0.22857142857142856,0.2
3,0.024691358024691357,0.03508771929824561,0.06818181818181818,0.11428571428571428,0.03333333333333333
4,0.012345679012345678,0.017543859649122806,0.045454545454545456,0.05714285714285714,0.16666666666666666
