R:A::C:P,0 3 4,1 2 6,5
0 3 4,0.09859154929577464,0.07682458386683738,0.03201024327784891
1 2 6,0.3034571062740077,0.33290653008962867,0.08322663252240717
5,0.029449423815621,0.028169014084507043,0.015364916773367477
