R:A::C:P,0 3 6,1,2 4 5
0 3 6,0.5151515151515151,0.21212121212121213,0.2727272727272727
1,0.3389830508474576,0.3728813559322034,0.288135593220339
2 4 5,0.38235294117647056,0.11764705882352941,0.5
