R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.3725992317541613,0.07682458386683738,0.15492957746478872,0.0678617157490397
3,0.026888604353393086,0.011523687580025609,0.01792573623559539,0.0076824583866837385
4 5,0.046094750320102434,0.014084507042253521,0.046094750320102434,0.016645326504481434
6,0.052496798975672214,0.019206145966709345,0.04737516005121639,0.02176696542893726
