R:A::C:P,0,1,2,3 6,4 5
0,0.5,0.11904761904761904,0.09523809523809523,0.14285714285714285,0.14285714285714285
1,0.2894736842105263,0.12280701754385964,0.19298245614035087,0.21929824561403508,0.17543859649122806
2,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.3333333333333333,0.2037037037037037
3 6,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.2222222222222222
4 5,0.15789473684210525,0.0,0.2631578947368421,0.3157894736842105,0.2631578947368421
