R:A::C:P,0,1,2,3 6,4 5
0,0.08502024291497975,0.020242914979757085,0.016194331983805668,0.024291497975708502,0.024291497975708502
1,0.13360323886639677,0.05668016194331984,0.08906882591093117,0.10121457489878542,0.08097165991902834
2,0.02834008097165992,0.032388663967611336,0.04048582995951417,0.0728744939271255,0.044534412955465584
3 6,0.004048582995951417,0.008097165991902834,0.012145748987854251,0.032388663967611336,0.016194331983805668
4 5,0.012145748987854251,0.0,0.020242914979757085,0.024291497975708502,0.020242914979757085
