R:A::C:P,0 4,1,2 5,3 6
0 4,0.04454022988505747,0.017241379310344827,0.02658045977011494,0.017241379310344827
1,0.10201149425287356,0.07255747126436782,0.04597701149425287,0.05316091954022988
2 5,0.07471264367816093,0.04454022988505747,0.07040229885057471,0.07686781609195402
3 6,0.09770114942528736,0.033764367816091954,0.09985632183908046,0.12284482758620689
