R:A::C:P,0 4,1,2 5,3 6
0 4,0.4217687074829932,0.16326530612244897,0.25170068027210885,0.16326530612244897
1,0.37270341207349084,0.2650918635170604,0.1679790026246719,0.1942257217847769
2 5,0.2803234501347709,0.16711590296495957,0.2641509433962264,0.2884097035040431
3 6,0.27586206896551724,0.09533468559837728,0.281947261663286,0.34685598377281945
