name,overall,average,f1,mcc
0-1256-3-4,0.5020242914979757,0.45109057609057607,0.35885027781845963,0.18279959527275985
0-1-2356-4,0.3765182186234818,0.43496311802232857,0.3385993717498241,0.1767163128171792
01-256-3-4,0.4534412955465587,0.4242509941039353,0.34568264739930543,0.17230628177696625
0-13-256-4,0.3562753036437247,0.41242254477548596,0.3394708233472285,0.1402225034261923
0-1-256-34,0.3117408906882591,0.39643065464171934,0.3114175544082086,0.13910290162322614
0256-1-3-4,0.3724696356275304,0.3844896331738437,0.28365855742084284,0.09357707522457093
03-1-256-4,0.3117408906882591,0.384261865299017,0.2969895957700836,0.1168545105434516
0-14-256-3,0.3522267206477733,0.38262745098039214,0.3237944005038336,0.12939139947672054
0-1-2456-3,0.3360323886639676,0.3782755940484121,0.30131020846545925,0.12297914559009532
04-1-256-3,0.32388663967611336,0.37527260159277215,0.2957661947023649,0.12110531382638552
