R:A::C:P,antag,fool,other,protag
antag,0.10344827586206896,0.06896551724137931,0.5862068965517241,0.2413793103448276
fool,0.08695652173913043,0.5217391304347826,0.30434782608695654,0.08695652173913043
other,0.05945945945945946,0.05945945945945946,0.8337837837837838,0.0472972972972973
protag,0.22857142857142856,0.05714285714285714,0.2571428571428571,0.45714285714285713
