R:A::C:P,0 1,2,3 5,4,6
0 1,0.5,0.27380952380952384,0.1925287356321839,0.29473684210526313,0.21212121212121213
2,0.18237704918032788,0.24404761904761904,0.20977011494252873,0.17894736842105263,0.1919191919191919
3 5,0.1168032786885246,0.1488095238095238,0.1810344827586207,0.15263157894736842,0.12121212121212122
4,0.02663934426229508,0.09523809523809523,0.06321839080459771,0.08421052631578947,0.030303030303030304
6,0.17418032786885246,0.23809523809523808,0.35344827586206895,0.2894736842105263,0.4444444444444444
