R:A::C:P,0 3 4,1,2,5 6
0 3 4,0.15159574468085107,0.023936170212765957,0.031914893617021274,0.047872340425531915
1,0.22606382978723405,0.08244680851063829,0.05585106382978723,0.07712765957446809
2,0.07712765957446809,0.04521276595744681,0.034574468085106384,0.05851063829787234
5 6,0.0425531914893617,0.005319148936170213,0.013297872340425532,0.026595744680851064
