R:A::C:P,0 1 4 6,2,3 5
0 1 4 6,0.6906392694063926,0.6071428571428571,0.6091954022988506
2,0.18378995433789955,0.24404761904761904,0.20977011494252873
3 5,0.12557077625570776,0.1488095238095238,0.1810344827586207
