R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.6402439024390244,0.4148936170212766,0.47368421052631576,0.3764705882352941
3 6,0.25609756097560976,0.45478723404255317,0.3684210526315789,0.49411764705882355
4,0.04420731707317073,0.05053191489361702,0.08421052631578947,0.052941176470588235
5,0.05945121951219512,0.0797872340425532,0.07368421052631578,0.07647058823529412
