R:A::C:P,0 1,2 3,4 5 6
0 1,0.5523809523809524,0.2571428571428571,0.19047619047619047
2 3,0.21951219512195122,0.5609756097560976,0.21951219512195122
4 5 6,0.23076923076923078,0.46153846153846156,0.3076923076923077
