R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.3725992317541613,0.07682458386683738,0.22279129321382843
3,0.026888604353393086,0.011523687580025609,0.02560819462227913
4 5 6,0.09859154929577464,0.03329065300896287,0.13188220230473752
