R:A::C:P,0,1 3 6,2 4,5
0,0.5,0.2619047619047619,0.21428571428571427,0.023809523809523808
1 3 6,0.25757575757575757,0.3712121212121212,0.29545454545454547,0.07575757575757576
2 4,0.12307692307692308,0.4461538461538462,0.35384615384615387,0.07692307692307693
5,0.25,0.375,0.375,0.0
