R:A::C:P,0,1 4,2 3 5,6
0,0.029449423815621,0.03201024327784891,0.02560819462227913,0.006402048655569782
1 4,0.08578745198463508,0.1293213828425096,0.1446862996158771,0.04865556978233035
2 3 5,0.04353393085787452,0.11011523687580026,0.16645326504481434,0.03713188220230474
6,0.015364916773367477,0.052496798975672214,0.05121638924455826,0.02176696542893726
