R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.9017341040462428,0.8333333333333334,0.9318181818181818
4,0.028901734104046242,0.16666666666666666,0.022727272727272728
5 6,0.06936416184971098,0.0,0.045454545454545456
