R:A::C:P,0,1,2 5,3 4 6
0,0.4666666666666667,0.13333333333333333,0.15,0.25
1,0.28313253012048195,0.18674698795180722,0.15060240963855423,0.3795180722891566
2 5,0.14285714285714285,0.17346938775510204,0.24489795918367346,0.4387755102040816
3 4 6,0.07692307692307693,0.057692307692307696,0.34615384615384615,0.5192307692307693
