R:A::C:P,0,1,2 5,3 4 6
0,0.07446808510638298,0.02127659574468085,0.023936170212765957,0.0398936170212766
1,0.125,0.08244680851063829,0.06648936170212766,0.1675531914893617
2 5,0.03723404255319149,0.04521276595744681,0.06382978723404255,0.11436170212765957
3 4 6,0.010638297872340425,0.007978723404255319,0.047872340425531915,0.07180851063829788
