R:A::C:P,0,1,2 5,3 4 6
0,0.3010752688172043,0.13559322033898305,0.11842105263157894,0.10135135135135136
1,0.5053763440860215,0.5254237288135594,0.32894736842105265,0.42567567567567566
2 5,0.15053763440860216,0.288135593220339,0.3157894736842105,0.2905405405405405
3 4 6,0.043010752688172046,0.05084745762711865,0.23684210526315788,0.18243243243243243
