R:A::C:P,0,1 2 3 6,4 5
0,0.43243243243243246,0.4189189189189189,0.14864864864864866
1 2 3 6,0.17145343777197564,0.5700609225413403,0.2584856396866841
4 5,0.14792899408284024,0.5443786982248521,0.3076923076923077
