R:A::C:P,0,1 2 3 6,4 5
0,0.12598425196850394,0.03984575835475578,0.030555555555555555
1 2 3 6,0.7755905511811023,0.8419023136246787,0.825
4 5,0.0984251968503937,0.11825192802056556,0.14444444444444443
