R:A::C:P,0,1 2 3 6,4 5
0,0.022988505747126436,0.022270114942528736,0.007902298850574713
1 2 3 6,0.14152298850574713,0.47054597701149425,0.21336206896551724
4 5,0.017959770114942528,0.06609195402298851,0.03735632183908046
