R:A::C:P,0 1 5,2,3 4
0 1 5,0.8478260869565217,0.5454545454545454,0.4166666666666667
2,0.15217391304347827,0.2727272727272727,0.5
3 4,0.0,0.18181818181818182,0.08333333333333333
