R:A::C:P,0,1 2,3 4 5 6
0,0.10317460317460317,0.06349206349206349,0.047619047619047616
1 2,0.14285714285714285,0.3492063492063492,0.19047619047619047
3 4 5 6,0.015873015873015872,0.023809523809523808,0.06349206349206349
