R:A::C:P,0,1 2,3 4 5 6
0,0.48148148148148145,0.2962962962962963,0.2222222222222222
1 2,0.20930232558139536,0.5116279069767442,0.27906976744186046
3 4 5 6,0.15384615384615385,0.23076923076923078,0.6153846153846154
