R:A::C:P,0,1 5,2,3,4 6
0,0.3150684931506849,0.3013698630136986,0.0821917808219178,0.0684931506849315,0.2328767123287671
1 5,0.19881305637982197,0.34124629080118696,0.11869436201780416,0.11275964391691394,0.228486646884273
2,0.13372093023255813,0.3313953488372093,0.1744186046511628,0.13953488372093023,0.22093023255813954
3,0.08,0.32,0.18,0.18,0.24
4 6,0.12751677852348994,0.26174496644295303,0.14093959731543623,0.12751677852348994,0.3422818791946309
