R:A::C:P,0,1,2,3,4,5,p
0,0.4,0.20833333333333334,0.14285714285714285,0.0,0.0,0.0,0.0
1,0.44,0.4583333333333333,0.42857142857142855,0.0,0.0,1.0,1.0
2,0.16,0.25,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0
3,0.0,0.0,0.07142857142857142,0.3333333333333333,0.0,0.0,0.0
4,0.0,0.0,0.03571428571428571,0.3333333333333333,0.0,0.0,0.0
5,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
p,0.0,0.041666666666666664,0.03571428571428571,0.0,0.0,0.0,0.0
