R:A::C:P,0 5,1 4,2,3 6
0 5,0.09716599190283401,0.04048582995951417,0.02834008097165992,0.03643724696356275
1 4,0.1659919028340081,0.12955465587044535,0.09716599190283401,0.11336032388663968
2,0.048582995951417005,0.05668016194331984,0.04048582995951417,0.0728744939271255
3 6,0.016194331983805668,0.012145748987854251,0.012145748987854251,0.032388663967611336
